"y","V8","V9","V15","V17","V31","V36","V41","V89","V95","V97","V140","V159","V178","V181","V200","V203","V207","V210","V232","V235","V237","V238","V254","V265","V267","V278","V280","V306","V316","V331","V335","V336","V341","V347","V356","V361","V373","V440","V448","V449","V469","V495","V504","V506","V512","V518","V541","V543","V545","V551","V552","V564","V571","V574","V632","V634","V644","V664","V668","V680","V689","V731","V732","V757","V781","V792","V819","V823","V832","V910","V951","V953","V966","V969","V990","V1001","V1012","V1027","V1040","V1052","V1053","V1083","V1087","V1119","V1125","V1133","V1141","V1154","V1159","V1205","V1210","V1225","V1258","V1266","V1277","V1281","V1285","V1296","V1298","V1304","V1323","V1329","V1331","V1364","V1374","V1382","V1390","V1421","V1426","V1441","V1459","V1485","V1496","V1508","V1572","V1587","V1588","V1589","V1590","V1611","V1691","V1725","V1752","V1753","V1763","V1772","V1789","V1797","V1803","V1807","V1819","V1840","V1843","V1848","V1874","V1895","V1898","V1905","V1918","V1930","V1940","V1954","V1957","V1985","V1989","V1991","V1995","V2000","V2009","V2018","V2022","V2033","V2040","V2042","V2051","V2057","V2063","V2073","V2084","V2101","V2125","V2135","V2148","V2160","V2180","V2184","V2201","V2203","V2260","V2270","V2295","V2321","V2334","V2336","V2343","V2402","V2407","V2427","V2431","V2450","V2517","V2529","V2531","V2532","V2534","V2536","V2554","V2560","V2585","V2587","V2617","V2643","V2647","V2655","V2670","V2680","V2683","V2696","V2722","V2723","V2762","V2767","V2784","V2790","V2807","V2823","V2842","V2845","V2853","V2876","V2882","V2888","V2901","V2903","V2910","V2915","V2916","V2939","V2945","V2948","V2952","V2960","V2962","V2985","V3000","V3007","V3011","V3014","V3017","V3018","V3049","V3067","V3068","V3109","V3116","V3120","V3142","V3146","V3149","V3183","V3198","V3213","V3219","V3231","V3273","V3279","V3292","V3324","V3352","V3355","V3366","V3389","V3390","V3424","V3442","V3454","V3457","V3459","V3500","V3502","V3519","V3528","V3549","V3578","V3588","V3603","V3608","V3609","V3615","V3617","V3622","V3628","V3637","V3670","V3693","V3700","V3727","V3728","V3742","V3746","V3756","V3769","V3776","V3779","V3780","V3782","V3796","V3830","V3833","V3835","V3838","V3840","V3849","V3861","V3894","V3900","V3903","V3908","V3925","V3937","V3938","V3959","V3980","V3991","V4011","V4017","V4036","V4049","V4082","V4101","V4118","V4128","V4132","V4196","V4230","V4234","V4243","V4249","V4259","V4270","V4296","V4325","V4331","V4333","V4335","V4341","V4351","V4361","V4379","V4391","V4408","V4409","V4421","V4439","V4470","V4471","V4495","V4515","V4538","V4540","V4551","V4563","V4585","V4609","V4619","V4667","V4671","V4675","V4678","V4686","V4694","V4700","V4705","V4711","V4713","V4720","V4742","V4747","V4750","V4756","V4771","V4773","V4775","V4780","V4791","V4792","V4815","V4818","V4822","V4830","V4854","V4860","V4862","V4864","V4888","V4893","V4900","V4935","V4938","V4956","V4963","V4974","V4979"
"1",0,0.00089446,0,0,0,0,0,0,0,0.0017889,0,0,0,0,0.00089446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017889,0,0,0,0,0,0,0.00089446,0,0,0,0,0.0017889,0,0,0,0,0,0,0,0,0,0,0,0,0.00089446,0,0,0,0,0,0,0.0017889,0,0.00089446,0,0,0,0.00089446,0.0017889,0.00089446,0,0,0,0.00089446,0,0,0.0017889,0,0,0,0,0.0026834,0,0,0,0.00089446,0,0,0,0.00089446,0.0017889,0.00089446,0.00089446,0,0,0,0,0,0,0.00089446,0.0026834,0,0,0.00089446,0,0.0017889,0,0,0,0,0.00089446,0,0,0,0,0,0.00089446,0,0,0,0,0,0.00089446,0,0.0053668,0.00089446,0,0.0017889,0,0,0,0,0.00089446,0,0,0,0,0,0,0,0.00089446,0.00089446,0,0.00089446,0,0,0.00089446,0,0.00089446,0.0017889,0,0.00089446,0,0,0,0.00089446,0,0,0,0,0,0,0,0,0,0,0,0,0.00089446,0,0,0,0.00089446,0,0,0,0,0,0,0.0035778,0.0017889,0,0,0,0,0,0,0.00089446,0,0,0,0,0,0,0,0,0,0,0,0.0017889,0.00089446,0,0,0,0,0.0035778,0.00089446,0.0017889,0,0,0,0,0,0.00089446,0,0.0017889,0.00089446,0,0,0,0,0,0,0,0,0,0,0.0017889,0,0,0,0.00089446,0,0.00089446,0.00089446,0,0,0,0.00089446,0,0,0,0,0,0,0,0,0,0,0,0.00089446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089446,0.0053668,0,0,0,0,0.00089446,0,0,0.0017889,0,0.0017889,0,0,0,0,0,0.0062612,0.00089446,0.00089446,0.00089446,0.0017889,0.00089446,0,0,0.0017889,0.0026834,0,0,0,0,0.0062612,0,0.00089446,0,0.010734,0,0.00089446,0,0,0,0,0,0,0,0,0,0,0,0,0.00089446,0,0.0017889,0,0,0,0,0.00089446,0.00089446,0,0,0.0026834,0,0,0,0,0.00089446,0,0.00089446,0,0,0,0,0,0.0017889,0.0026834,0,0,0,0,0.0017889,0.00089446,0,0,0,0,0.00089446,0.00089446,0,0,0,0.00089446,0,0,0.00089446,0,0,0,0,0,0,0,0.0017889,0,0.00089446,0.0017889,0,0,0,0,0.0017889,0,0.00089446,0.00089446,0,0,0,0.0017889
"1",0,0.0019481,0,0,0.0012987,0.00064935,0,0.00064935,0,0,0,0,0,0.0012987,0.00064935,0,0,0,0,0,0.0012987,0.00064935,0,0,0,0,0,0,0,0,0,0,0,0.0012987,0,0.00064935,0,0,0,0.0032468,0,0,0,0,0,0,0,0,0,0.00064935,0.00064935,0.00064935,0.00064935,0,0,0,0,0,0,0.00064935,0,0,0.00064935,0.0012987,0.0012987,0,0,0,0,0.00064935,0.0012987,0,0,0,0,0,0,0.0071429,0,0,0,0.0012987,0.0019481,0,0.00064935,0,0,0,0.00064935,0,0,0.0019481,0.0025974,0.0032468,0,0,0.00064935,0,0,0.00064935,0,0.0012987,0,0,0.0012987,0,0.00064935,0.00064935,0,0,0.0012987,0,0.0012987,0,0,0,0,0,0,0.00064935,0,0,0,0.0012987,0,0.0097403,0,0.00064935,0,0.00064935,0.0025974,0,0,0,0,0,0,0,0,0,0,0,0.0032468,0,0,0,0,0,0.0012987,0,0.0025974,0.00064935,0.0038961,0.0012987,0,0,0,0,0.00064935,0,0.00064935,0,0,0,0.00064935,0.00064935,0,0,0.00064935,0.00064935,0,0,0.00064935,0,0,0,0.00064935,0.00064935,0,0.00064935,0.00064935,0.0071429,0,0,0,0,0,0,0.00064935,0,0,0,0,0,0,0.00064935,0,0,0,0,0.0019481,0,0,0,0,0,0.0012987,0.0019481,0,0,0,0,0,0,0,0,0.0012987,0,0,0,0.00064935,0.00064935,0,0,0,0.00064935,0,0,0.00064935,0,0,0,0.0012987,0,0.0012987,0,0.00064935,0,0,0.00064935,0,0.0012987,0,0,0,0,0.00064935,0,0,0,0.00064935,0.0012987,0,0,0,0,0,0,0,0,0.00064935,0,0,0,0,0,0.0012987,0,0,0,0,0,0,0,0.0025974,0.00064935,0,0,0.0012987,0,0.00064935,0,0,0,0.00064935,0,0.0012987,0.0012987,0,0,0,0.0038961,0.00064935,0,0,0,0.0097403,0,0,0,0.012338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064935,0,0,0,0,0.00064935,0,0,0,0,0,0.00064935,0,0,0,0.00064935,0,0,0,0.00064935,0.00064935,0,0,0.0019481,0.0019481,0,0,0,0,0.0019481,0,0,0,0.0012987,0,0,0,0,0,0,0,0,0,0.00064935,0,0,0,0,0.0038961,0,0,0.00064935,0,0,0,0.00064935,0,0,0,0.00064935,0,0,0,0.00064935,0,0,0
"1",0,0.0013423,0,0,0,0,0,0,0,0.0013423,0,0,0,0,0,0,0,0,0,0.0013423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013423,0,0,0.0013423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013423,0,0,0,0,0,0.0013423,0,0,0,0,0,0,0.0026845,0,0,0,0,0,0,0.0080536,0,0.0013423,0,0,0.0013423,0,0.0013423,0,0,0,0,0,0,0,0.0040268,0.0026845,0,0,0,0,0,0.0026845,0,0,0,0,0,0,0,0.0013423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013423,0,0.0067114,0,0,0,0,0.0026845,0,0.0013423,0,0,0.0026845,0,0,0,0,0,0,0,0,0.0026845,0,0,0,0,0,0,0,0.0040268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013423,0.0026845,0.0080536,0,0,0,0,0,0,0.0026845,0,0,0.0013423,0,0.0013423,0,0,0,0,0,0,0,0,0,0,0,0,0.0053691,0,0,0,0,0,0,0,0.0013423,0,0.0013423,0,0,0,0,0,0,0,0,0.0013423,0,0,0,0,0.0013423,0,0,0,0.0040268,0.0013423,0,0,0,0.0053691,0,0.0013423,0,0,0,0,0,0,0,0,0.0026845,0,0,0,0,0.0013423,0,0,0,0,0,0,0,0,0,0,0.0013423,0,0,0,0,0.0013423,0,0,0.0093959,0,0,0,0.0013423,0,0,0,0.0040268,0.0013423,0,0,0,0.0013423,0,0,0.0053691,0.010738,0,0.0013423,0,0,0.0040268,0,0,0,0.014765,0.0040268,0,0,0,0,0,0,0,0,0,0,0,0,0.0013423,0,0,0,0.0013423,0,0,0,0,0.0026845,0.0013423,0,0.0013423,0,0,0.0013423,0,0.0026845,0,0,0,0,0.0013423,0,0,0.0013423,0,0.0013423,0,0,0,0,0,0,0,0.0053691,0,0,0,0.0013423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013423,0,0,0,0,0,0,0,0,0.0013423,0,0
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022522,0,0.0022522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022522,0,0,0,0,0,0,0.0045045,0,0,0,0,0,0,0.009009,0,0,0,0,0,0,0,0,0.0022522,0,0,0,0,0,0,0.0045045,0,0,0,0,0,0.0022522,0,0.0022522,0,0,0,0,0,0.0022522,0,0,0,0,0.0022522,0,0,0,0,0,0,0,0,0,0,0,0,0.0045045,0,0,0,0.0022522,0.0045045,0,0,0.0022522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022522,0,0,0,0.009009,0,0,0,0.0045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067567,0,0,0.0022522,0,0,0.0022522,0,0,0,0,0,0.0022522,0,0,0.0022522,0,0,0,0,0,0,0,0,0.0067567,0,0.0045045,0,0,0,0,0,0.0022522,0,0,0,0,0,0,0,0,0,0,0,0,0.0022522,0,0,0,0,0,0,0,0,0.0045045,0,0,0.0022522,0,0.0022522,0,0,0,0,0,0,0,0,0,0,0.0022522,0.0045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045045,0,0,0,0,0.0022522,0.0022522,0,0,0,0,0,0,0,0.0022522,0,0.0022522,0.0045045,0,0,0.0067567,0,0.0022522,0,0,0.0045045,0,0,0,0,0.0045045,0,0,0,0.0022522,0.0022522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045045,0,0,0,0.013513,0,0.0045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009009,0,0,0,0,0,0,0,0,0.0022522,0,0,0,0.0022522,0,0.0022522,0,0,0.0022522
"1",0,0,0.0023942,0,0.00079808,0,0.00079808,0,0,0,0,0,0,0,0,0,0,0.00079808,0.00079808,0,0,0,0,0,0,0,0.00079808,0,0,0,0,0,0,0,0,0.00079808,0,0,0,0.00079808,0.00079808,0,0,0,0,0,0,0.0015962,0,0.00079808,0,0.00079808,0,0,0,0.00079808,0,0,0,0,0,0,0.0015962,0.00079808,0,0,0.0015962,0,0.00079808,0,0.00079808,0.00079808,0.00079808,0,0.00079808,0,0,0.0031923,0,0,0,0,0,0,0,0.0015962,0,0,0.0023942,0,0,0,0.0015962,0.0063846,0.00079808,0.00079808,0.0023942,0,0,0.00079808,0,0.00079808,0,0,0,0,0.00079808,0.00079808,0,0,0,0,0,0,0.00079808,0,0,0,0,0,0,0,0,0.0015962,0,0.0015962,0.00079808,0,0.00079808,0.00079808,0.0015962,0,0,0.00079808,0,0,0,0,0,0,0,0,0.0023942,0,0.00079808,0,0,0,0.00079808,0.00079808,0.0015962,0,0.0087789,0,0,0,0.00079808,0,0.0015962,0,0,0,0,0,0,0,0,0,0.0015962,0,0,0,0,0.00079808,0,0,0,0,0,0,0.0031923,0,0,0,0,0.00079808,0,0,0.00079808,0.0015962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023942,0.00079808,0,0,0,0,0,0,0.00079808,0,0.0015962,0,0,0,0,0.00079808,0,0.00079808,0,0.00079808,0,0,0.00079808,0,0.00079808,0,0,0,0.0015962,0,0,0,0,0.00079808,0.00079808,0,0,0,0,0.00079808,0,0,0,0.00079808,0,0.0023942,0,0,0,0.00079808,0,0,0,0,0,0,0,0,0,0.00079808,0,0,0.00079808,0,0,0.0015962,0,0.00079808,0.00079808,0,0,0,0,0,0.0031923,0.00079808,0.0023942,0.00079808,0,0.00079808,0.00079808,0.00079808,0,0,0.0015962,0.00079808,0,0.00079808,0,0,0.0031923,0,0,0,0.0095769,0.0015962,0,0,0.00079808,0,0,0,0,0,0,0,0.00079808,0,0.0015962,0,0,0,0,0,0.00079808,0.0015962,0.00079808,0,0.00079808,0.0015962,0,0,0,0,0,0.00079808,0,0,0,0.0015962,0,0,0.00079808,0,0.0015962,0.0015962,0,0,0,0.00079808,0.00079808,0,0,0.0023942,0,0,0,0.00079808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079808,0.00079808,0,0.0015962,0.00079808,0.00079808
"1",0,0.0016778,0,0,0.0016778,0,0.00083892,0,0,0,0.00083892,0,0,0,0,0,0,0,0,0.0016778,0,0,0,0,0,0,0,0,0,0,0.0016778,0,0,0.00083892,0,0,0,0,0,0.0016778,0.00083892,0.00083892,0.00083892,0,0,0,0,0,0,0,0.00083892,0,0,0,0.00083892,0,0,0,0,0.00083892,0,0,0.00083892,0,0,0,0.00083892,0,0,0,0,0,0,0,0.00083892,0,0,0.0025168,0.0016778,0,0,0.00083892,0,0,0,0,0,0,0.00083892,0,0,0,0,0.0033557,0,0,0,0,0,0,0,0.0025168,0,0,0,0,0,0.00083892,0,0,0,0,0,0,0,0,0,0,0,0.0016778,0,0,0,0.0050335,0,0.0033557,0,0.0016778,0.00083892,0,0.00083892,0,0.00083892,0,0.00083892,0,0,0,0,0,0,0,0.0025168,0,0,0,0,0,0,0,0.0041946,0.00083892,0.0033557,0,0.0016778,0,0.00083892,0,0,0,0,0,0,0,0.00083892,0,0,0,0.00083892,0,0,0.00083892,0,0.00083892,0,0,0.00083892,0,0,0,0.00083892,0.0033557,0.00083892,0,0,0,0,0.00083892,0,0,0,0,0,0,0,0,0,0.00083892,0,0.00083892,0.00083892,0,0,0,0.00083892,0,0.0016778,0,0,0,0,0,0,0,0,0,0.0016778,0,0,0,0,0.00083892,0,0,0,0,0,0,0.0016778,0,0.00083892,0.00083892,0,0,0.0033557,0,0,0.00083892,0,0.0033557,0,0,0,0,0,0,0,0,0,0,0.00083892,0,0,0,0.00083892,0.00083892,0,0,0,0,0,0,0,0,0,0.0016778,0.0025168,0,0,0,0,0.0025168,0,0,0.0050335,0,0,0,0.0025168,0.00083892,0.0025168,0,0.010067,0.00083892,0,0,0,0,0,0,0.0041946,0.0025168,0,0.00083892,0,0.0016778,0.0050335,0,0.00083892,0,0.0083892,0.0050335,0.0025168,0,0,0.00083892,0,0,0,0,0,0,0,0,0.00083892,0,0.0016778,0,0,0,0,0,0,0.00083892,0,0,0.00083892,0,0,0,0,0.0025168,0,0,0,0.0025168,0,0,0,0,0.0016778,0,0,0,0,0.0025168,0,0,0,0.0025168,0.00083892,0,0,0,0,0.00083892,0,0,0,0,0,0,0,0,0.00083892,0,0,0,0,0,0,0.00083892,0,0.00083892,0,0,0,0,0,0,0,0.00083892,0.00083892
"1",0.00096247,0.00096247,0,0,0.00096247,0,0,0,0,0.00096247,0,0,0,0.0019249,0,0,0,0.00096247,0,0,0,0,0,0.00096247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096247,0,0.0019249,0,0,0.00096247,0,0.00096247,0,0,0.0019249,0,0,0,0.00096247,0,0,0.00096247,0,0,0,0,0,0,0,0,0.00096247,0,0,0.0028874,0,0,0,0.00096247,0,0.00096247,0.00096247,0,0,0,0.00096247,0,0.00096247,0,0.0019249,0,0,0,0,0,0,0,0,0.00096247,0,0,0.0019249,0,0,0,0,0,0,0,0,0,0,0,0,0.00096247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096247,0,0.0028874,0,0,0.00096247,0,0,0,0,0,0,0.0019249,0,0,0,0,0,0,0.00096247,0,0,0,0,0,0.00096247,0,0,0,0,0,0.00096247,0.00096247,0.00096247,0,0,0,0.00096247,0,0,0,0.00096247,0,0,0,0,0.0028874,0,0.00096247,0,0.00096247,0,0.00096247,0,0,0.00096247,0,0,0.00096247,0,0,0,0.0028874,0,0,0,0,0,0,0.00096247,0,0,0,0,0,0,0,0.00096247,0,0,0,0,0.00096247,0.00096247,0,0.00096247,0,0,0,0,0,0.00096247,0,0.00096247,0.00096247,0,0,0.00096247,0,0,0.00096247,0,0,0,0,0,0,0,0,0,0,0.0019249,0,0,0,0,0.0038499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019249,0,0,0,0,0,0,0,0,0,0,0.0048124,0.00096247,0,0,0,0,0,0,0,0.00096247,0,0,0,0.0028874,0,0.0028874,0,0.0019249,0,0.00096247,0,0,0,0.00096247,0,0.00096247,0.0019249,0,0,0,0,0.00096247,0,0,0,0.0019249,0,0.00096247,0,0,0,0,0,0,0,0,0,0,0,0.00096247,0,0.00096247,0.00096247,0,0,0,0.0019249,0,0,0,0.00096247,0,0,0.00096247,0.00096247,0,0,0,0,0,0,0.00096247,0.00096247,0,0.0019249,0.00096247,0.00096247,0,0,0,0.00096247,0.00096247,0,0,0.00096247,0,0,0,0,0,0,0,0,0,0.00096247,0,0,0,0,0.00096247,0,0,0,0,0,0,0,0,0,0,0.00096247,0,0.00096247,0,0,0,0,0
"1",0,0,0,0,0.0018692,0,0,0,0,0.0018692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018692,0,0,0,0,0.0018692,0.0018692,0,0,0,0,0,0,0,0.0018692,0.0018692,0,0,0,0,0,0,0,0.0018692,0,0,0,0,0.0018692,0.0018692,0.0018692,0,0,0,0,0,0,0,0.0037383,0,0,0,0,0,0.0037383,0,0,0,0,0,0,0,0,0.0018692,0,0,0,0,0,0,0,0,0.018692,0,0.0018692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018692,0,0,0.0018692,0,0,0.0018692,0,0.0018692,0,0,0,0,0,0,0,0.0018692,0,0,0,0.0018692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018692,0,0,0,0,0,0.0018692,0,0,0,0,0,0,0,0,0,0.011215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037383,0,0,0,0,0,0.0018692,0,0,0,0,0,0.0037383,0,0,0,0.0037383,0.0018692,0,0,0,0,0,0,0.0018692,0.0056075,0,0,0,0,0.0037383,0,0,0,0.013084,0.0056075,0.0018692,0,0,0,0,0.0018692,0,0,0,0,0,0,0,0,0,0,0.0018692,0,0,0,0,0.0018692,0,0,0,0.0018692,0,0,0,0.0018692,0,0,0,0,0,0,0,0.0037383,0.0056075,0,0,0,0,0.0018692,0,0,0,0.0018692,0,0,0,0.0018692,0,0,0,0,0,0.0018692,0,0,0.0037383,0,0,0,0,0.0018692,0,0,0,0,0,0,0.0018692,0,0,0,0,0,0,0,0
"1",0,0.0006887,0,0,0.0027548,0,0.0006887,0,0,0,0,0,0,0,0,0.0006887,0,0.0006887,0,0,0.0013774,0.0006887,0,0,0,0,0,0,0,0,0,0,0,0.0020661,0,0,0,0,0,0.0006887,0,0,0.0006887,0,0.0006887,0,0,0.0006887,0,0.0006887,0,0.0013774,0,0,0,0,0,0.0006887,0,0,0,0,0,0.0020661,0,0,0.0006887,0,0,0.0006887,0.0013774,0.0006887,0,0,0.0006887,0,0,0.0006887,0,0,0,0,0.0006887,0,0.0027548,0,0,0,0.0013774,0,0.0013774,0,0.0006887,0.0013774,0,0,0.0006887,0,0,0,0,0.0006887,0,0,0,0,0,0.0006887,0.0006887,0,0,0,0,0,0,0,0.0006887,0,0.0006887,0,0,0,0.0006887,0,0,0.0020661,0.0006887,0,0.0006887,0,0.0027548,0,0,0,0,0.0006887,0.0006887,0,0,0,0,0,0.0006887,0,0.0013774,0,0,0,0.0013774,0,0.0013774,0.0013774,0.0027548,0,0,0.0006887,0,0,0.0006887,0.0013774,0,0,0,0,0,0,0,0,0.0013774,0.0006887,0,0,0,0.0013774,0,0.0006887,0.0006887,0,0,0.0006887,0.0020661,0,0,0,0,0,0.0006887,0,0,0.0013774,0,0,0,0.0006887,0,0,0,0,0,0,0.0027548,0,0,0,0,0,0.0013774,0.0006887,0,0,0,0,0,0,0.0013774,0,0.0034435,0,0,0.0006887,0,0,0,0,0,0,0.0013774,0,0.0006887,0,0,0,0.0013774,0,0.0020661,0,0,0,0,0.0020661,0,0.0006887,0.0006887,0,0,0,0.0006887,0,0,0,0.0006887,0.0013774,0,0,0.0006887,0,0,0,0,0,0,0,0,0,0,0,0.0006887,0,0,0,0,0.0006887,0,0,0.0006887,0,0,0,0,0,0.0020661,0,0.0020661,0.0013774,0,0.0006887,0.0006887,0.0013774,0.0006887,0,0.0034435,0.0006887,0,0,0,0,0.0020661,0.0006887,0.0006887,0,0.0013774,0,0.0006887,0,0.0013774,0.0006887,0,0.0006887,0.0006887,0,0,0,0,0,0.0020661,0,0,0,0.0006887,0,0.0006887,0.0020661,0.0006887,0,0,0.0006887,0.0006887,0,0,0,0,0.0006887,0,0,0,0,0,0,0,0.0027548,0,0,0,0,0.0006887,0.0013774,0,0,0,0.0006887,0,0,0.0013774,0,0,0,0,0,0,0.0006887,0.0006887,0,0,0,0,0.0013774,0,0.0006887,0,0,0,0.0006887,0,0.0020661,0,0.0013774,0,0,0.0013774,0,0,0.0006887,0.0006887
"1",0,0.00064143,0,0,0.0019243,0.00064143,0,0.00064143,0,0,0,0,0,0,0,0,0.00064143,0.00064143,0,0,0,0,0,0,0,0.00064143,0,0,0,0.00064143,0.0019243,0,0,0,0,0,0,0,0,0.00449,0,0,0.00064143,0,0.00064143,0.00064143,0,0,0,0,0,0.00064143,0,0,0,0,0,0,0,0,0,0,0,0,0.00064143,0,0.0012829,0,0,0.00064143,0.0012829,0,0,0.0019243,0.00064143,0,0,0.0019243,0.0012829,0.00064143,0,0,0,0,0,0,0.00064143,0,0.00064143,0,0,0,0.0012829,0.00064143,0,0.00064143,0,0.00064143,0,0,0,0.00064143,0,0,0.0019243,0.00064143,0,0.0019243,0,0,0,0,0,0,0,0.0012829,0,0.00064143,0.00064143,0,0.0019243,0,0,0.0012829,0,0.0064143,0,0,0.0012829,0.00064143,0.0012829,0,0,0.00064143,0.00064143,0,0.00064143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038486,0,0.00064143,0,0.00064143,0,0.00064143,0,0,0.00064143,0,0,0,0,0.00064143,0,0,0.00064143,0.00064143,0,0,0,0,0.00064143,0,0,0,0,0,0,0.0025657,0.010263,0,0,0,0,0,0,0.00064143,0.00064143,0.00064143,0,0,0,0,0,0,0,0,0,0.0019243,0.00064143,0,0,0,0,0.00064143,0.00064143,0,0,0,0,0,0,0,0,0.0012829,0,0,0.00064143,0,0.00449,0.00064143,0,0,0,0,0,0,0,0,0,0.00064143,0,0.00064143,0,0.00064143,0,0,0.0019243,0,0.0019243,0,0.00064143,0,0,0,0,0,0,0.00064143,0,0,0,0,0,0,0,0,0.0019243,0,0,0.00064143,0,0,0.0012829,0.00064143,0,0,0,0,0,0,0.00064143,0,0,0,0,0,0.00064143,0,0,0.00064143,0.00064143,0,0,0.0012829,0.00064143,0,0,0.0019243,0.00449,0,0.0012829,0,0,0.0032072,0,0,0,0.014111,0.0019243,0.00064143,0,0.0012829,0,0,0.00064143,0,0,0,0,0,0,0.0012829,0,0,0,0.00064143,0,0,0.00064143,0.00064143,0.00064143,0.00064143,0.00064143,0,0,0,0,0.00064143,0.0019243,0.00064143,0,0.00064143,0,0.00064143,0,0.00064143,0.00064143,0.0019243,0,0,0.00064143,0,0,0,0.00064143,0,0.0012829,0.00064143,0,0,0.0012829,0,0,0,0,0,0,0,0,0.0019243,0,0.0032072,0,0.00064143,0,0,0,0,0.0012829,0,0,0,0.00064143,0.0012829,0,0.00064143,0,0,0,0.00064143
"1",0,0,0,0,0.0023113,0,0.0015408,0,0,0.00077042,0,0,0,0,0,0.00077042,0,0,0,0,0,0,0,0.00077042,0,0,0.0015408,0,0.00077042,0,0.00077042,0,0,0,0,0,0,0,0,0.0038521,0,0.00077042,0.0023113,0,0.00077042,0,0,0.00077042,0,0.00077042,0,0.0030817,0,0,0,0,0,0,0,0,0,0,0,0.00077042,0.00077042,0,0,0,0,0,0.0015408,0,0.0015408,0,0.0023113,0,0,0.0053929,0.00077042,0,0,0,0.0023113,0,0,0,0.00077042,0,0.0038521,0,0,0,0.00077042,0.0030817,0,0,0,0,0.00077042,0,0,0.00077042,0,0,0,0,0.0015408,0.0015408,0,0,0,0,0,0,0,0,0.00077042,0,0,0.00077042,0,0,0,0.0015408,0.00077042,0.011556,0,0,0,0.00077042,0.0023113,0,0,0.00077042,0,0,0,0,0,0,0,0,0.0015408,0,0,0,0,0,0,0,0.0053929,0.00077042,0,0.0015408,0,0,0.00077042,0,0,0.00077042,0,0,0,0,0.00077042,0,0,0,0.0015408,0,0,0,0,0,0,0,0,0,0,0,0,0.011556,0,0,0,0,0,0,0,0.00077042,0,0,0,0.00077042,0,0,0,0,0,0,0.00077042,0,0,0,0,0,0.0030817,0.00077042,0.00077042,0,0,0,0,0,0,0,0.0077042,0,0,0,0,0,0.00077042,0,0,0,0.00077042,0,0.00077042,0,0,0,0.00077042,0,0.0015408,0.00077042,0,0,0,0.0061634,0.00077042,0.00077042,0,0,0,0,0,0,0,0,0.00077042,0.00077042,0.0015408,0,0.0015408,0,0,0,0,0,0,0,0,0,0,0.0015408,0.0030817,0,0.00077042,0,0,0.00077042,0.00077042,0,0.0053929,0,0,0,0,0,0.00077042,0,0,0.0015408,0,0,0.00077042,0,0,0,0.0015408,0.010786,0.00077042,0.0030817,0,0,0.01772,0,0.00077042,0,0.033899,0.0023113,0.00077042,0,0.00077042,0,0,0,0,0,0.00077042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015408,0,0,0,0,0,0,0,0.0046225,0.0030817,0,0,0,0,0,0,0,0,0.0030817,0,0,0,0.00077042,0,0,0,0,0,0.0015408,0,0,0,0,0,0,0,0.0015408,0,0,0,0.00077042,0,0,0,0,0,0,0.00077042,0,0,0.00077042,0.00077042
